item_id,incident_id,incident_name,state,start_year,report_date,target_date,target_personnel,baseline_persistence,day_of_run,run_length
alloc-2015_2906716_CHELAN COMPLEX-2015-09-16,2015_2906716_CHELAN COMPLEX,Chelan Complex,WA,2015,2015-09-16,2015-09-17,197.0,150.0,7,11
alloc-2015_2906716_CHELAN COMPLEX-2015-09-17,2015_2906716_CHELAN COMPLEX,Chelan Complex,WA,2015,2015-09-17,2015-09-18,197.0,197.0,8,11
alloc-2015_2906716_CHELAN COMPLEX-2015-09-19,2015_2906716_CHELAN COMPLEX,Chelan Complex,WA,2015,2015-09-19,2015-09-20,74.0,71.0,10,11
alloc-2015_2914355_DRY GULCH-2015-09-17,2015_2914355_DRY GULCH,Dry Gulch,OR,2015,2015-09-17,2015-09-18,79.0,179.0,4,10
alloc-2015_2914355_DRY GULCH-2015-09-18,2015_2914355_DRY GULCH,Dry Gulch,OR,2015,2015-09-18,2015-09-19,56.0,79.0,5,10
alloc-2015_2914355_DRY GULCH-2015-09-19,2015_2914355_DRY GULCH,Dry Gulch,OR,2015,2015-09-19,2015-09-20,62.0,56.0,6,10
alloc-2015_2914355_DRY GULCH-2015-09-20,2015_2914355_DRY GULCH,Dry Gulch,OR,2015,2015-09-20,2015-09-21,82.0,62.0,7,10
alloc-2015_2914355_DRY GULCH-2015-09-21,2015_2914355_DRY GULCH,Dry Gulch,OR,2015,2015-09-21,2015-09-22,76.0,82.0,8,10
alloc-2015_2914355_DRY GULCH-2015-09-22,2015_2914355_DRY GULCH,Dry Gulch,OR,2015,2015-09-22,2015-09-23,28.0,76.0,9,10
alloc-2015_2917997_EAGLE-2015-08-15,2015_2917997_EAGLE,Eagle,OR,2015,2015-08-15,2015-08-16,124.0,116.0,4,30
alloc-2015_2917997_EAGLE-2015-08-20,2015_2917997_EAGLE,Eagle,OR,2015,2015-08-20,2015-08-21,172.0,154.0,9,30
alloc-2015_2917997_EAGLE-2015-08-25,2015_2917997_EAGLE,Eagle,OR,2015,2015-08-25,2015-08-26,221.0,215.0,14,30
alloc-2015_2917997_EAGLE-2015-08-30,2015_2917997_EAGLE,Eagle,OR,2015,2015-08-30,2015-08-31,120.0,259.0,19,30
alloc-2015_2917997_EAGLE-2015-09-04,2015_2917997_EAGLE,Eagle,OR,2015,2015-09-04,2015-09-05,89.0,97.0,24,30
alloc-2015_2917997_EAGLE-2015-09-09,2015_2917997_EAGLE,Eagle,OR,2015,2015-09-09,2015-09-10,59.0,67.0,29,30
alloc-2015_2919855_BENDIRE COMPLEX-2015-08-15,2015_2919855_BENDIRE COMPLEX,Bendire Complex,OR,2015,2015-08-15,2015-08-16,224.0,270.0,4,11
alloc-2015_2919855_BENDIRE COMPLEX-2015-08-16,2015_2919855_BENDIRE COMPLEX,Bendire Complex,OR,2015,2015-08-16,2015-08-17,280.0,224.0,5,11
alloc-2015_2919855_BENDIRE COMPLEX-2015-08-17,2015_2919855_BENDIRE COMPLEX,Bendire Complex,OR,2015,2015-08-17,2015-08-18,318.0,280.0,6,11
alloc-2015_2919855_BENDIRE COMPLEX-2015-08-18,2015_2919855_BENDIRE COMPLEX,Bendire Complex,OR,2015,2015-08-18,2015-08-19,338.0,318.0,7,11
alloc-2015_2919855_BENDIRE COMPLEX-2015-08-19,2015_2919855_BENDIRE COMPLEX,Bendire Complex,OR,2015,2015-08-19,2015-08-20,136.0,338.0,8,11
alloc-2015_2919855_BENDIRE COMPLEX-2015-08-21,2015_2919855_BENDIRE COMPLEX,Bendire Complex,OR,2015,2015-08-21,2015-08-22,12.0,37.0,10,11
alloc-2015_2920368_CLEARWATER/MUNICIPAL COMPLEX-2015-08-18,2015_2920368_CLEARWATER/MUNICIPAL COMPLEX,CLEARWATER COMPLEX,ID,2015,2015-08-18,2015-08-19,304.0,348.0,4,26
alloc-2015_2920368_CLEARWATER/MUNICIPAL COMPLEX-2015-08-22,2015_2920368_CLEARWATER/MUNICIPAL COMPLEX,CLEARWATER COMPLEX,ID,2015,2015-08-22,2015-08-23,271.0,358.0,8,26
alloc-2015_2920368_CLEARWATER/MUNICIPAL COMPLEX-2015-08-26,2015_2920368_CLEARWATER/MUNICIPAL COMPLEX,CLEARWATER COMPLEX,ID,2015,2015-08-26,2015-08-27,268.0,196.0,12,26
alloc-2015_2920368_CLEARWATER/MUNICIPAL COMPLEX-2015-08-30,2015_2920368_CLEARWATER/MUNICIPAL COMPLEX,CLEARWATER/MUNICIPAL/MOTORWAY NORTH COMPLEX,ID,2015,2015-08-30,2015-08-31,226.0,233.0,16,26
alloc-2015_2920368_CLEARWATER/MUNICIPAL COMPLEX-2015-09-03,2015_2920368_CLEARWATER/MUNICIPAL COMPLEX,CLEARWATER/MUNICIPAL COMPLEX,ID,2015,2015-09-03,2015-09-04,92.0,93.0,20,26
alloc-2015_2920368_CLEARWATER/MUNICIPAL COMPLEX-2015-09-08,2015_2920368_CLEARWATER/MUNICIPAL COMPLEX,CLEARWATER/MUNICIPAL COMPLEX,ID,2015,2015-09-08,2015-09-09,76.0,76.0,25,26
alloc-2015_2922269_COUNTY LINE 2-2015-08-17,2015_2922269_COUNTY LINE 2,COUNTY LINE 2,OR,2015,2015-08-17,2015-08-18,373.0,396.0,4,20
alloc-2015_2922269_COUNTY LINE 2-2015-08-20,2015_2922269_COUNTY LINE 2,COUNTY LINE 2,OR,2015,2015-08-20,2015-08-21,395.0,390.0,7,20
alloc-2015_2922269_COUNTY LINE 2-2015-08-23,2015_2922269_COUNTY LINE 2,COUNTY LINE 2,OR,2015,2015-08-23,2015-08-24,348.0,376.0,10,20
alloc-2015_2922269_COUNTY LINE 2-2015-08-26,2015_2922269_COUNTY LINE 2,COUNTY LINE 2,OR,2015,2015-08-26,2015-08-27,345.0,350.0,13,20
alloc-2015_2922269_COUNTY LINE 2-2015-08-29,2015_2922269_COUNTY LINE 2,COUNTY LINE 2,OR,2015,2015-08-29,2015-08-30,316.0,329.0,16,20
alloc-2015_2922269_COUNTY LINE 2-2015-09-01,2015_2922269_COUNTY LINE 2,COUNTY LINE 2,OR,2015,2015-09-01,2015-09-02,319.0,286.0,19,20
alloc-2015_2923340_TRAIL CREEK-2015-08-19,2015_2923340_TRAIL CREEK,Trail Creek,MT,2015,2015-08-19,2015-08-20,1.0,1.0,4,26
alloc-2015_2923340_TRAIL CREEK-2015-08-23,2015_2923340_TRAIL CREEK,Trail Creek,MT,2015,2015-08-23,2015-08-24,59.0,35.0,8,26
alloc-2015_2923340_TRAIL CREEK-2015-08-27,2015_2923340_TRAIL CREEK,Trail Creek,MT,2015,2015-08-27,2015-08-28,32.0,34.0,12,26
alloc-2015_2923340_TRAIL CREEK-2015-08-31,2015_2923340_TRAIL CREEK,Trail Creek,MT,2015,2015-08-31,2015-09-01,25.0,5.0,16,26
alloc-2015_2923340_TRAIL CREEK-2015-09-04,2015_2923340_TRAIL CREEK,Trail Creek,MT,2015,2015-09-04,2015-09-05,14.0,14.0,20,26
alloc-2015_2923340_TRAIL CREEK-2015-09-09,2015_2923340_TRAIL CREEK,Trail Creek,MT,2015,2015-09-09,2015-09-10,11.0,10.0,25,26
alloc-2015_2924073_SUCKER CREEK-2015-08-20,2015_2924073_SUCKER CREEK,Sucker Creek,MT,2015,2015-08-20,2015-08-21,122.0,120.0,4,15
alloc-2015_2924073_SUCKER CREEK-2015-08-22,2015_2924073_SUCKER CREEK,Sucker Creek,MT,2015,2015-08-22,2015-08-23,97.0,115.0,6,15
alloc-2015_2924073_SUCKER CREEK-2015-08-24,2015_2924073_SUCKER CREEK,Sucker Creek,MT,2015,2015-08-24,2015-08-25,88.0,91.0,8,15
alloc-2015_2924073_SUCKER CREEK-2015-08-26,2015_2924073_SUCKER CREEK,Sucker Creek,MT,2015,2015-08-26,2015-08-27,52.0,63.0,10,15
alloc-2015_2924073_SUCKER CREEK-2015-08-28,2015_2924073_SUCKER CREEK,Sucker Creek,MT,2015,2015-08-28,2015-08-29,43.0,43.0,12,15
alloc-2015_2924073_SUCKER CREEK-2015-08-30,2015_2924073_SUCKER CREEK,Sucker Creek,MT,2015,2015-08-30,2015-08-31,9.0,18.0,14,15
alloc-2015_2924893_CAMPBELLS-2015-08-25,2015_2924893_CAMPBELLS,Campbells,ID,2015,2015-08-25,2015-08-26,27.0,26.0,4,10
alloc-2015_2924893_CAMPBELLS-2015-08-26,2015_2924893_CAMPBELLS,Campbells,ID,2015,2015-08-26,2015-08-27,27.0,27.0,5,10
alloc-2015_2924893_CAMPBELLS-2015-08-27,2015_2924893_CAMPBELLS,Campbells,ID,2015,2015-08-27,2015-08-28,26.0,27.0,6,10
alloc-2015_2924893_CAMPBELLS-2015-08-28,2015_2924893_CAMPBELLS,Campbells,ID,2015,2015-08-28,2015-08-29,26.0,26.0,7,10
alloc-2015_2924893_CAMPBELLS-2015-08-29,2015_2924893_CAMPBELLS,Campbells,ID,2015,2015-08-29,2015-08-30,26.0,26.0,8,10
alloc-2015_2924893_CAMPBELLS-2015-08-30,2015_2924893_CAMPBELLS,Campbells,ID,2015,2015-08-30,2015-08-31,2.0,26.0,9,10
alloc-2015_2925355_ELDORADO-2015-08-21,2015_2925355_ELDORADO,Eldorado,OR,2015,2015-08-21,2015-08-22,153.0,190.0,4,14
alloc-2015_2925355_ELDORADO-2015-08-22,2015_2925355_ELDORADO,Eldorado,OR,2015,2015-08-22,2015-08-23,141.0,153.0,5,14
alloc-2015_2925355_ELDORADO-2015-08-24,2015_2925355_ELDORADO,Eldorado,OR,2015,2015-08-24,2015-08-25,77.0,104.0,7,14
alloc-2015_2925355_ELDORADO-2015-08-26,2015_2925355_ELDORADO,Eldorado,OR,2015,2015-08-26,2015-08-27,24.0,24.0,9,14
alloc-2015_2925355_ELDORADO-2015-08-28,2015_2925355_ELDORADO,Eldorado,OR,2015,2015-08-28,2015-08-29,24.0,24.0,11,14
alloc-2015_2925355_ELDORADO-2015-08-30,2015_2925355_ELDORADO,Eldorado,OR,2015,2015-08-30,2015-08-31,24.0,24.0,13,14
alloc-2015_2926612_KANIKSU COMPLEX-2015-08-22,2015_2926612_KANIKSU COMPLEX,Kaniksu Complex,WA,2015,2015-08-22,2015-08-23,189.0,102.0,4,33
alloc-2015_2926612_KANIKSU COMPLEX-2015-08-27,2015_2926612_KANIKSU COMPLEX,Kaniksu Complex,WA,2015,2015-08-27,2015-08-28,241.0,255.0,9,33
alloc-2015_2926612_KANIKSU COMPLEX-2015-09-02,2015_2926612_KANIKSU COMPLEX,Kaniksu Complex,WA,2015,2015-09-02,2015-09-03,275.0,277.0,15,33
alloc-2015_2926612_KANIKSU COMPLEX-2015-09-07,2015_2926612_KANIKSU COMPLEX,Kaniksu Complex,WA,2015,2015-09-07,2015-09-08,260.0,244.0,20,33
alloc-2015_2926612_KANIKSU COMPLEX-2015-09-13,2015_2926612_KANIKSU COMPLEX,Kaniksu Complex,WA,2015,2015-09-13,2015-09-14,81.0,128.0,26,33
alloc-2015_2926612_KANIKSU COMPLEX-2015-09-19,2015_2926612_KANIKSU COMPLEX,Kaniksu Complex,WA,2015,2015-09-19,2015-09-20,77.0,84.0,32,33
alloc-2015_2926612_KANIKSU COMPLEX-2015-09-25,2015_2926612_KANIKSU COMPLEX,Kaniksu Complex,WA,2015,2015-09-25,2015-09-26,77.0,68.0,4,10
alloc-2015_2926612_KANIKSU COMPLEX-2015-09-26,2015_2926612_KANIKSU COMPLEX,Kaniksu Complex,WA,2015,2015-09-26,2015-09-27,79.0,77.0,5,10
alloc-2015_2926612_KANIKSU COMPLEX-2015-09-27,2015_2926612_KANIKSU COMPLEX,Kaniksu Complex,WA,2015,2015-09-27,2015-09-28,93.0,79.0,6,10
alloc-2015_2926612_KANIKSU COMPLEX-2015-09-28,2015_2926612_KANIKSU COMPLEX,Kaniksu Complex,WA,2015,2015-09-28,2015-09-29,94.0,93.0,7,10
alloc-2015_2926612_KANIKSU COMPLEX-2015-09-29,2015_2926612_KANIKSU COMPLEX,Kaniksu Complex,WA,2015,2015-09-29,2015-09-30,93.0,94.0,8,10
alloc-2015_2926612_KANIKSU COMPLEX-2015-09-30,2015_2926612_KANIKSU COMPLEX,Kaniksu Complex,WA,2015,2015-09-30,2015-10-01,93.0,93.0,9,10
alloc-2015_2928822_LAST INCH-2015-08-30,2015_2928822_LAST INCH,Last Inch,ID,2015,2015-08-30,2015-08-31,47.0,47.0,4,14
alloc-2015_2928822_LAST INCH-2015-08-31,2015_2928822_LAST INCH,Last Inch,ID,2015,2015-08-31,2015-09-01,46.0,47.0,5,14
alloc-2015_2928822_LAST INCH-2015-09-02,2015_2928822_LAST INCH,Last Inch,ID,2015,2015-09-02,2015-09-03,44.0,44.0,7,14
alloc-2015_2928822_LAST INCH-2015-09-04,2015_2928822_LAST INCH,Last Inch,ID,2015,2015-09-04,2015-09-05,38.0,44.0,9,14
alloc-2015_2928822_LAST INCH-2015-09-06,2015_2928822_LAST INCH,Last Inch,ID,2015,2015-09-06,2015-09-07,36.0,38.0,11,14
alloc-2015_2928822_LAST INCH-2015-09-08,2015_2928822_LAST INCH,Last Inch,ID,2015,2015-09-08,2015-09-09,35.0,36.0,13,14
alloc-2015_2929371_SCOTCHMANS GULCH-2015-08-17,2015_2929371_SCOTCHMANS GULCH,Scotchmans Gulch,MT,2015,2015-08-17,2015-08-18,33.0,37.0,4,13
alloc-2015_2929371_SCOTCHMANS GULCH-2015-08-18,2015_2929371_SCOTCHMANS GULCH,Scotchmans Gulch,MT,2015,2015-08-18,2015-08-19,56.0,33.0,5,13
alloc-2015_2929371_SCOTCHMANS GULCH-2015-08-20,2015_2929371_SCOTCHMANS GULCH,Scotchmans Gulch,MT,2015,2015-08-20,2015-08-21,57.0,57.0,7,13
alloc-2015_2929371_SCOTCHMANS GULCH-2015-08-21,2015_2929371_SCOTCHMANS GULCH,Scotchmans Gulch,MT,2015,2015-08-21,2015-08-22,57.0,57.0,8,13
alloc-2015_2929371_SCOTCHMANS GULCH-2015-08-23,2015_2929371_SCOTCHMANS GULCH,Scotchmans Gulch,MT,2015,2015-08-23,2015-08-24,72.0,72.0,10,13
alloc-2015_2929371_SCOTCHMANS GULCH-2015-08-25,2015_2929371_SCOTCHMANS GULCH,Scotchmans Gulch,MT,2015,2015-08-25,2015-08-26,71.0,70.0,12,13
alloc-2015_2929894_RAPID-2015-08-19,2015_2929894_RAPID,Rapid,ID,2015,2015-08-19,2015-08-20,107.0,86.0,4,32
alloc-2015_2929894_RAPID-2015-08-24,2015_2929894_RAPID,Rapid,ID,2015,2015-08-24,2015-08-25,135.0,164.0,9,32
alloc-2015_2929894_RAPID-2015-08-29,2015_2929894_RAPID,Rapid,ID,2015,2015-08-29,2015-08-30,102.0,94.0,14,32
alloc-2015_2929894_RAPID-2015-09-04,2015_2929894_RAPID,Rapid,ID,2015,2015-09-04,2015-09-05,98.0,100.0,20,32
alloc-2015_2929894_RAPID-2015-09-09,2015_2929894_RAPID,Rapid,ID,2015,2015-09-09,2015-09-10,54.0,54.0,25,32
alloc-2015_2929894_RAPID-2015-09-15,2015_2929894_RAPID,Rapid,ID,2015,2015-09-15,2015-09-16,1.0,4.0,31,32
alloc-2015_2930859_LAFAYETTE-2015-08-17,2015_2930859_LAFAYETTE,LAFAYETTE,LA,2015,2015-08-17,2015-08-18,190.0,189.0,4,12
alloc-2015_2930859_LAFAYETTE-2015-08-18,2015_2930859_LAFAYETTE,LAFAYETTE,LA,2015,2015-08-18,2015-08-19,168.0,190.0,5,12
alloc-2015_2930859_LAFAYETTE-2015-08-19,2015_2930859_LAFAYETTE,LAFAYETTE,LA,2015,2015-08-19,2015-08-20,168.0,168.0,6,12
alloc-2015_2930859_LAFAYETTE-2015-08-21,2015_2930859_LAFAYETTE,LAFAYETTE,LA,2015,2015-08-21,2015-08-22,146.0,151.0,8,12
alloc-2015_2930859_LAFAYETTE-2015-08-22,2015_2930859_LAFAYETTE,LAFAYETTE,LA,2015,2015-08-22,2015-08-23,58.0,146.0,9,12
alloc-2015_2930859_LAFAYETTE-2015-08-24,2015_2930859_LAFAYETTE,LAFAYETTE,LA,2015,2015-08-24,2015-08-25,58.0,58.0,11,12
alloc-2015_2931055_OKANOGAN COMPLEX-2015-08-20,2015_2931055_OKANOGAN COMPLEX,OKANOGAN COMPLEX,WA,2015,2015-08-20,2015-08-21,530.0,527.0,4,12
alloc-2015_2931055_OKANOGAN COMPLEX-2015-08-21,2015_2931055_OKANOGAN COMPLEX,OKANOGAN COMPLEX,WA,2015,2015-08-21,2015-08-22,537.0,530.0,5,12
alloc-2015_2931055_OKANOGAN COMPLEX-2015-08-22,2015_2931055_OKANOGAN COMPLEX,OKANOGAN COMPLEX,WA,2015,2015-08-22,2015-08-23,672.0,537.0,6,12
alloc-2015_2931055_OKANOGAN COMPLEX-2015-08-24,2015_2931055_OKANOGAN COMPLEX,OKANOGAN COMPLEX,WA,2015,2015-08-24,2015-08-25,676.0,676.0,8,12
alloc-2015_2931055_OKANOGAN COMPLEX-2015-08-25,2015_2931055_OKANOGAN COMPLEX,OKANOGAN COMPLEX,WA,2015,2015-08-25,2015-08-26,787.0,676.0,9,12
alloc-2015_2931055_OKANOGAN COMPLEX-2015-08-27,2015_2931055_OKANOGAN COMPLEX,OKANOGAN COMPLEX,WA,2015,2015-08-27,2015-08-28,762.0,768.0,11,12
alloc-2015_2931055_OKANOGAN COMPLEX-2015-09-02,2015_2931055_OKANOGAN COMPLEX,OKANOGAN COMPLEX,WA,2015,2015-09-02,2015-09-03,567.0,553.0,4,22
alloc-2015_2931055_OKANOGAN COMPLEX-2015-09-05,2015_2931055_OKANOGAN COMPLEX,OKANOGAN COMPLEX,WA,2015,2015-09-05,2015-09-06,624.0,504.0,7,22
alloc-2015_2931055_OKANOGAN COMPLEX-2015-09-08,2015_2931055_OKANOGAN COMPLEX,OKANOGAN COMPLEX,WA,2015,2015-09-08,2015-09-09,454.0,454.0,10,22
alloc-2015_2931055_OKANOGAN COMPLEX-2015-09-12,2015_2931055_OKANOGAN COMPLEX,OKANOGAN COMPLEX,WA,2015,2015-09-12,2015-09-13,271.0,277.0,14,22
alloc-2015_2931055_OKANOGAN COMPLEX-2015-09-15,2015_2931055_OKANOGAN COMPLEX,OKANOGAN COMPLEX,WA,2015,2015-09-15,2015-09-16,199.0,218.0,17,22
alloc-2015_2931055_OKANOGAN COMPLEX-2015-09-19,2015_2931055_OKANOGAN COMPLEX,OKANOGAN COMPLEX,WA,2015,2015-09-19,2015-09-20,141.0,166.0,21,22
alloc-2015_2933305_WILLAMINA CREEK-2015-08-26,2015_2933305_WILLAMINA CREEK,Willamina Creek,OR,2015,2015-08-26,2015-08-27,102.0,102.0,4,13
alloc-2015_2933305_WILLAMINA CREEK-2015-08-27,2015_2933305_WILLAMINA CREEK,Willamina Creek,OR,2015,2015-08-27,2015-08-28,62.0,102.0,5,13
alloc-2015_2933305_WILLAMINA CREEK-2015-08-29,2015_2933305_WILLAMINA CREEK,Willamina Creek,OR,2015,2015-08-29,2015-08-30,62.0,62.0,7,13
alloc-2015_2933305_WILLAMINA CREEK-2015-08-30,2015_2933305_WILLAMINA CREEK,Willamina Creek,OR,2015,2015-08-30,2015-08-31,62.0,62.0,8,13
alloc-2015_2933305_WILLAMINA CREEK-2015-09-01,2015_2933305_WILLAMINA CREEK,Willamina Creek,OR,2015,2015-09-01,2015-09-02,2.0,2.0,10,13
alloc-2015_2933305_WILLAMINA CREEK-2015-09-03,2015_2933305_WILLAMINA CREEK,Willamina Creek,OR,2015,2015-09-03,2015-09-04,2.0,2.0,12,13
alloc-2015_2933887_GOAT ROCK COMPLEX-2015-08-26,2015_2933887_GOAT ROCK COMPLEX,Goat Rock Complex,MT,2015,2015-08-26,2015-08-27,14.0,12.0,4,23
alloc-2015_2933887_GOAT ROCK COMPLEX-2015-08-29,2015_2933887_GOAT ROCK COMPLEX,Goat Rock Complex,MT,2015,2015-08-29,2015-08-30,38.0,16.0,7,23
alloc-2015_2933887_GOAT ROCK COMPLEX-2015-09-02,2015_2933887_GOAT ROCK COMPLEX,Goat Rock Complex,MT,2015,2015-09-02,2015-09-03,63.0,63.0,11,23
alloc-2015_2933887_GOAT ROCK COMPLEX-2015-09-05,2015_2933887_GOAT ROCK COMPLEX,Goat Rock Complex,MT,2015,2015-09-05,2015-09-06,58.0,54.0,14,23
alloc-2015_2933887_GOAT ROCK COMPLEX-2015-09-09,2015_2933887_GOAT ROCK COMPLEX,GOAT ROCK COMPLEX,MT,2015,2015-09-09,2015-09-10,50.0,50.0,18,23
alloc-2015_2933887_GOAT ROCK COMPLEX-2015-09-13,2015_2933887_GOAT ROCK COMPLEX,GOAT ROCK COMPLEX,MT,2015,2015-09-13,2015-09-14,16.0,24.0,22,23
alloc-2015_2934748_KETTLE COMPLEX-2015-08-25,2015_2934748_KETTLE COMPLEX,KETTLE COMPLEX,WA,2015,2015-08-25,2015-08-26,313.0,293.0,4,37
alloc-2015_2934748_KETTLE COMPLEX-2015-08-31,2015_2934748_KETTLE COMPLEX,KETTLE COMPLEX,WA,2015,2015-08-31,2015-09-01,519.0,533.0,10,37
alloc-2015_2934748_KETTLE COMPLEX-2015-09-06,2015_2934748_KETTLE COMPLEX,KETTLE COMPLEX,WA,2015,2015-09-06,2015-09-07,337.0,347.0,16,37
alloc-2015_2934748_KETTLE COMPLEX-2015-09-13,2015_2934748_KETTLE COMPLEX,KETTLE COMPLEX,WA,2015,2015-09-13,2015-09-14,282.0,280.0,23,37
alloc-2015_2934748_KETTLE COMPLEX-2015-09-19,2015_2934748_KETTLE COMPLEX,KETTLE COMPLEX,WA,2015,2015-09-19,2015-09-20,323.0,333.0,29,37
alloc-2015_2934748_KETTLE COMPLEX-2015-09-26,2015_2934748_KETTLE COMPLEX,KETTLE COMPLEX,WA,2015,2015-09-26,2015-09-27,78.0,92.0,36,37
alloc-2015_2936647_COUGAR-2015-08-16,2015_2936647_COUGAR,COUGAR,ID,2015,2015-08-16,2015-08-17,95.0,74.0,4,13
alloc-2015_2936647_COUGAR-2015-08-17,2015_2936647_COUGAR,COUGAR,ID,2015,2015-08-17,2015-08-18,120.0,95.0,5,13
alloc-2015_2936647_COUGAR-2015-08-19,2015_2936647_COUGAR,COUGAR,ID,2015,2015-08-19,2015-08-20,143.0,143.0,7,13
alloc-2015_2936647_COUGAR-2015-08-20,2015_2936647_COUGAR,COUGAR,ID,2015,2015-08-20,2015-08-21,136.0,143.0,8,13
alloc-2015_2936647_COUGAR-2015-08-22,2015_2936647_COUGAR,COUGAR,ID,2015,2015-08-22,2015-08-23,132.0,132.0,10,13
alloc-2015_2936647_COUGAR-2015-08-24,2015_2936647_COUGAR,COUGAR,ID,2015,2015-08-24,2015-08-25,120.0,134.0,12,13
alloc-2015_2937522_FAMILY PEAK COMPLEX-2015-09-01,2015_2937522_FAMILY PEAK COMPLEX,FAMILY PEAK COMPLEX,MT,2015,2015-09-01,2015-09-02,116.0,71.0,4,13
alloc-2015_2937522_FAMILY PEAK COMPLEX-2015-09-02,2015_2937522_FAMILY PEAK COMPLEX,FAMILY PEAK COMPLEX,MT,2015,2015-09-02,2015-09-03,94.0,116.0,5,13
alloc-2015_2937522_FAMILY PEAK COMPLEX-2015-09-04,2015_2937522_FAMILY PEAK COMPLEX,FAMILY PEAK COMPLEX,MT,2015,2015-09-04,2015-09-05,115.0,121.0,7,13
alloc-2015_2937522_FAMILY PEAK COMPLEX-2015-09-05,2015_2937522_FAMILY PEAK COMPLEX,FAMILY PEAK COMPLEX,MT,2015,2015-09-05,2015-09-06,85.0,115.0,8,13
alloc-2015_2937522_FAMILY PEAK COMPLEX-2015-09-07,2015_2937522_FAMILY PEAK COMPLEX,FAMILY PEAK COMPLEX,MT,2015,2015-09-07,2015-09-08,77.0,84.0,10,13
alloc-2015_2937522_FAMILY PEAK COMPLEX-2015-09-09,2015_2937522_FAMILY PEAK COMPLEX,FAMILY PEAK COMPLEX,MT,2015,2015-09-09,2015-09-10,50.0,76.0,12,13
alloc-2015_2937522_FAMILY PEAK COMPLEX-2015-09-15,2015_2937522_FAMILY PEAK COMPLEX,FAMILY PEAK COMPLEX,MT,2015,2015-09-15,2015-09-16,52.0,38.0,4,10
alloc-2015_2937522_FAMILY PEAK COMPLEX-2015-09-16,2015_2937522_FAMILY PEAK COMPLEX,FAMILY PEAK COMPLEX,MT,2015,2015-09-16,2015-09-17,52.0,52.0,5,10
alloc-2015_2937522_FAMILY PEAK COMPLEX-2015-09-17,2015_2937522_FAMILY PEAK COMPLEX,FAMILY PEAK COMPLEX,MT,2015,2015-09-17,2015-09-18,51.0,52.0,6,10
alloc-2015_2937522_FAMILY PEAK COMPLEX-2015-09-18,2015_2937522_FAMILY PEAK COMPLEX,FAMILY PEAK COMPLEX,MT,2015,2015-09-18,2015-09-19,50.0,51.0,7,10
alloc-2015_2937522_FAMILY PEAK COMPLEX-2015-09-19,2015_2937522_FAMILY PEAK COMPLEX,FAMILY PEAK COMPLEX,MT,2015,2015-09-19,2015-09-20,29.0,50.0,8,10
alloc-2015_2937522_FAMILY PEAK COMPLEX-2015-09-20,2015_2937522_FAMILY PEAK COMPLEX,FAMILY PEAK COMPLEX,MT,2015,2015-09-20,2015-09-21,6.0,29.0,9,10
alloc-2015_2938502_MELTON 1-2015-08-17,2015_2938502_MELTON 1,MELTON 1,MT,2015,2015-08-17,2015-08-18,80.0,52.0,4,18
alloc-2015_2938502_MELTON 1-2015-08-19,2015_2938502_MELTON 1,MELTON 1,MT,2015,2015-08-19,2015-08-20,92.0,90.0,6,18
alloc-2015_2938502_MELTON 1-2015-08-22,2015_2938502_MELTON 1,MELTON 1,MT,2015,2015-08-22,2015-08-23,85.0,95.0,9,18
alloc-2015_2938502_MELTON 1-2015-08-24,2015_2938502_MELTON 1,MELTON 1,MT,2015,2015-08-24,2015-08-25,72.0,72.0,11,18
alloc-2015_2938502_MELTON 1-2015-08-27,2015_2938502_MELTON 1,MELTON 1,MT,2015,2015-08-27,2015-08-28,72.0,72.0,14,18
alloc-2015_2938502_MELTON 1-2015-08-30,2015_2938502_MELTON 1,MELTON 1,MT,2015,2015-08-30,2015-08-31,16.0,72.0,17,18
alloc-2015_2938854_CARPENTER RD.-2015-08-19,2015_2938854_CARPENTER RD.,CARPENTER ROAD,WA,2015,2015-08-19,2015-08-20,167.0,165.0,4,29
alloc-2015_2938854_CARPENTER RD.-2015-08-23,2015_2938854_CARPENTER RD.,CARPENTER ROAD,WA,2015,2015-08-23,2015-08-24,205.0,231.0,8,29
alloc-2015_2938854_CARPENTER RD.-2015-08-28,2015_2938854_CARPENTER RD.,CARPENTER RD.,WA,2015,2015-08-28,2015-08-29,313.0,349.0,13,29
alloc-2015_2938854_CARPENTER RD.-2015-09-02,2015_2938854_CARPENTER RD.,CARPENTER RD.,WA,2015,2015-09-02,2015-09-03,303.0,324.0,18,29
alloc-2015_2938854_CARPENTER RD.-2015-09-07,2015_2938854_CARPENTER RD.,CARPENTER RD.,WA,2015,2015-09-07,2015-09-08,269.0,358.0,23,29
alloc-2015_2938854_CARPENTER RD.-2015-09-12,2015_2938854_CARPENTER RD.,CARPENTER RD.,WA,2015,2015-09-12,2015-09-13,128.0,178.0,28,29
alloc-2015_2940729_ELEVENMILE-2015-09-03,2015_2940729_ELEVENMILE,Elevenmile,ID,2015,2015-09-03,2015-09-04,187.0,184.0,4,15
alloc-2015_2940729_ELEVENMILE-2015-09-05,2015_2940729_ELEVENMILE,Elevenmile,ID,2015,2015-09-05,2015-09-06,165.0,170.0,6,15
alloc-2015_2940729_ELEVENMILE-2015-09-07,2015_2940729_ELEVENMILE,Elevenmile,ID,2015,2015-09-07,2015-09-08,125.0,157.0,8,15
